"SYMBOL","CURRENT_PRICE","SMA_20","SMA_50","SMA_100","SMA_200","ABOVE_20DMA","ABOVE_50DMA","ABOVE_100DMA","ABOVE_200DMA"
"20MICRONS",168.34,181.8555,189.889,204.9609,216.3165,FALSE,FALSE,FALSE,FALSE
"21STCENMGM",40.21,41.7515,42.3932,46.4119,55.63795,FALSE,FALSE,FALSE,FALSE
"3IINFOLTD",15.32,15.193,16.2308,18.8346000000001,21.39155,TRUE,FALSE,FALSE,FALSE
"3MINDIA",35450,34497.25,35023.7,32678.9,31192.30075,TRUE,TRUE,TRUE,TRUE
"3PLAND",35.13,35.7455,37.7214,40.8655,43.8708,FALSE,FALSE,FALSE,FALSE
"5PAISA",333.9,355.93,338.739,340.681,364.97275,FALSE,FALSE,FALSE,FALSE
"63MOONS",643.85,646.895,716.596000000001,791.865,835.917249999999,FALSE,FALSE,FALSE,FALSE
"A2ZINFRA",14.25,14.35,15.3622,15.1329,14.39255,FALSE,FALSE,FALSE,FALSE
"AAATECH",107.12,98.3515000000001,88.3128,87.5161,86.8799000000001,TRUE,TRUE,TRUE,TRUE
"AAKASH",7.91,8.143,8.56080000000001,8.86619999999999,8.9112,FALSE,FALSE,FALSE,FALSE
"AAREYDRUGS",65.61,66.294,60.3976,51.5038,48.54315,FALSE,TRUE,TRUE,TRUE
"AARON",164.16,160.015,174.9176,188.5629,286.9227,TRUE,FALSE,FALSE,FALSE
"AARTIDRUGS",374.9,381.9175,410.53,454.363,450.60725,FALSE,FALSE,FALSE,FALSE
"AARTIIND",453.6,370.7025,374.567,378.506999999999,407.961499999999,TRUE,TRUE,TRUE,TRUE
"AARTISURF",421.35,401.975,415.924,456.945500000001,495.36625,TRUE,TRUE,FALSE,FALSE
"AARVEEDEN",38.05,33.6735,29.065,27.756,28.2495,TRUE,TRUE,TRUE,TRUE
"AARVI",127.77,126.4795,127.5038,124.9472,116.6893,TRUE,TRUE,TRUE,TRUE
"AAVAS",1379.5,1443.165,1520.498,1573.135,1725.32275,FALSE,FALSE,FALSE,FALSE
"ABAN",44.96,45.034,48.7762,49.0404999999999,59.4667,FALSE,FALSE,FALSE,FALSE
"ABB",5770,5120.7,5119.52000000001,5159.259,5396.58224999999,TRUE,TRUE,TRUE,TRUE
"ABBOTINDIA",27215,27654,28538.3,29478.25,30717.3205,FALSE,FALSE,FALSE,FALSE
"ABCAPITAL",344.65,350.795,348.658,323.178,280.4582,FALSE,FALSE,TRUE,TRUE
"ABFRL",70.89,68.7950000000001,73.8914000000004,79.3611,111.0733,TRUE,FALSE,FALSE,FALSE
"ABSLAMC",809.75,799.447500000001,771.037,798.329499999999,778.267000000001,TRUE,TRUE,TRUE,TRUE
"ABSLBANETF",61.25,60.819,60.5842,58.8725,57.5521,TRUE,TRUE,TRUE,TRUE
"ABSLNN50ET",72.12,71.3960000000001,71.9595999999999,71.794,70.4523500000001,TRUE,TRUE,TRUE,TRUE
"ACC",1676.2,1699.25,1772.512,1809.967,1858.59675,FALSE,FALSE,FALSE,FALSE
