Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 OCT 2025,DHANUKA,EQ,DHANUKA AGRITECH LTD     ,Listed    ,29 OCT 2025,               2.00,          45078324,           1414.90,    63781320627.60   
29 OCT 2025,DHARIWAL,SM,DHARIWALCORP LIMITED     ,Listed    ,29 OCT 2025,              10.00,           8951400,            194.50,     1741047300.00  
29 OCT 2025,DHARMAJ,EQ,DHARMAJ CROP GUARD LTD   ,Listed    ,29 OCT 2025,              10.00,          33797296,            292.80,     9895848268.80   
29 OCT 2025,DHRUV,EQ,DHRUV CONSULTANCY SER LTD,Listed    ,29 OCT 2025,              10.00,          18966569,             53.50,     1014711441.50     
29 OCT 2025,DHTL,ST,DOCMODE HEALTH TECH LTD  ,Listed    ,29 OCT 2025,              10.00,           3142800,            120.35,      378235980.00      
29 OCT 2025,DHUNINV,EQ,DHUNSERI INVESTMENTS LTD ,Listed    ,29 OCT 2025,              10.00,           6097178,           1423.00,     8676284294.00   
29 OCT 2025,DIACABS,EQ,DIAMOND POWER INFRA LTD  ,Listed    ,29 OCT 2025,               1.00,         526971060,            154.05,    81169352371.80   
29 OCT 2025,DIAMINESQ,EQ,DIAMINES & CHEMICALS LTD ,Listed    ,29 OCT 2025,              10.00,           9783990,            272.95,     2670540070.50 
29 OCT 2025,DIAMONDYD,EQ,PRATAAP SNACKS LIMITED   ,Listed    ,29 OCT 2025,               5.00,          23900929,           1062.10,    25385176690.90 
29 OCT 2025,DICIND,EQ,DIC INDIA LIMITED        ,Listed    ,29 OCT 2025,              10.00,           9178977,            518.00,     4754710086.00    
29 OCT 2025,DIFFNKG,EQ,DIFFUSION ENGINEERS LTD  ,Listed    ,29 OCT 2025,              10.00,          37426259,            368.60,    13795319067.40   
29 OCT 2025,DIGIDRIVE,EQ,DIGIDRIVE DISTRIBUTORS L ,Listed    ,29 OCT 2025,              10.00,          38561898,             28.80,     1110582662.40 
29 OCT 2025,DIGIKORE,SM,DIGIKORE STUDIOS LIMITED ,Listed    ,29 OCT 2025,              10.00,          12665600,             80.65,     1021480640.00  
29 OCT 2025,DIGISPICE,BE,DIGISPICE TECHNOLOGIES LT,Listed    ,29 OCT 2025,               3.00,         233646106,             26.00,     6070125833.90 
29 OCT 2025,DIGITIDE,EQ,DIGITIDE SOLUTIONS LTD   ,Listed    ,29 OCT 2025,              10.00,         148949413,            169.00,    25169471808.75  
29 OCT 2025,DIL,EQ,DEBOCK INDUSTRIES LIMITED,Listed    ,29 OCT 2025,              10.00,         162736115,              2.00,      323844868.85       
29 OCT 2025,DISHTV,EQ,DISH TV INDIA LTD.       ,Listed    ,29 OCT 2025,               1.00,        1841256054,              4.50,     8322477364.10    
29 OCT 2025,DIVGIITTS,EQ,DIVGI TORQTRANSFER SYST L,Listed    ,29 OCT 2025,               5.00,          30582927,            625.25,    19121975106.75 
29 OCT 2025,DIVINEHIRA,ST,DIVINE HIRA JEWELLERS LTD,Listed    ,29 OCT 2025,              10.00,          13047100,            113.40,     1479541140.00
29 OCT 2025,DIVISLAB,EQ,DIVI S LABORATORIES LTD  ,Listed    ,29 OCT 2025,               2.00,         265468580,           6512.00,  1728731392960.00  
29 OCT 2025,DIVYADHAN,SM,DIVYADHAN RECYCLING IND L,Listed    ,29 OCT 2025,              10.00,          14306714,             42.00,      600881988.00 
29 OCT 2025,DIXON,EQ,DIXON TECHNO (INDIA) LTD ,Listed    ,29 OCT 2025,               2.00,          60513663,          15512.00,   938687940456.00     
29 OCT 2025,DJML,EQ,DJ MEDIAPRINT & LOG LTD  ,Listed    ,29 OCT 2025,              10.00,          32483520,             89.25,     2898829324.80      
29 OCT 2025,DKEGL,SM,D K ENTERPRISES GLOBAL L ,Listed    ,29 OCT 2025,              10.00,           7508000,             70.00,      525560000.00     
29 OCT 2025,DLF,EQ,DLF LIMITED              ,Listed    ,29 OCT 2025,               2.00,        2475315036,            778.70,  1927527818533.20       
29 OCT 2025,DLINKINDIA,EQ,D-LINK INDIA LTD         ,Listed    ,29 OCT 2025,               2.00,          35504850,            459.85,    16326905272.50
29 OCT 2025,DMART,EQ,AVENUE SUPERMARTS LIMITED,Listed    ,29 OCT 2025,              10.00,         650733068,           4229.40,  2752210437799.20     
29 OCT 2025,DMCC,EQ,DMCC SPECIALITY CHEMICALS,Listed    ,29 OCT 2025,              10.00,          24939933,            306.50,     7644089464.50      
29 OCT 2025,DNAMEDIA,EQ,DILIGENT MEDIA CORP LTD. ,Listed    ,29 OCT 2025,               1.00,         117708018,              4.35,      509675717.95  
29 OCT 2025,DODLA,EQ,DODLA DAIRY LIMITED      ,Listed    ,29 OCT 2025,              10.00,          60327809,           1306.10,    78794151334.90     
29 OCT 2025,DOLATALGO,EQ,DOLAT ALGOTECH LIMITED   ,Listed    ,29 OCT 2025,               1.00,         176000000,             81.05,    14268320000.00 
29 OCT 2025,DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,Listed    ,29 OCT 2025,               2.00,          56716120,            358.30,    20321385796.00    
29 OCT 2025,DOLLEX,SM,DOLLEX AGROTECH LIMITED  ,Listed    ,29 OCT 2025,              10.00,          39948800,             40.30,     1609936640.00    
29 OCT 2025,DOLPHIN,EQ,DOLPHIN OFF ENT (IND) L  ,Listed    ,29 OCT 2025,               1.00,          40004580,            370.35,    14815696203.00   
29 OCT 2025,DOMS,EQ,DOMS INDUSTRIES LIMITED  ,Listed    ,29 OCT 2025,              10.00,          60687586,           2531.00,   153600280166.00      
29 OCT 2025,DONEAR,EQ,DONEAR IND. LIMITED      ,Listed    ,29 OCT 2025,               2.00,          52000000,            100.45,     5223400000.00    
29 OCT 2025,DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED   ,Listed    ,29 OCT 2025,              10.00,          22827920,           1367.20,    31210332224.00
29 OCT 2025,DPEL,ST,DIVINE POWER ENERGY LTD  ,Listed    ,29 OCT 2025,              10.00,          24965080,            277.40,     6925313192.00      
29 OCT 2025,DPSCLTD,EQ,DPSC LIMITED             ,Listed    ,29 OCT 2025,               1.00,         973789640,             11.75,    11451766166.40   
29 OCT 2025,DPWIRES,EQ,D P WIRES LIMITED        ,Listed    ,29 OCT 2025,              10.00,          15506286,            236.35,     3664910696.10   
29 OCT 2025,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,Listed    ,29 OCT 2025,               1.00,         134081330,             19.75,     2646765454.20
29 OCT 2025,DREAMFOLKS,EQ,DREAMFOLKS SERVICES LTD  ,Listed    ,29 OCT 2025,               2.00,          53269862,            129.25,     6885662362.10
29 OCT 2025,DREDGECORP,EQ,DREDGING CORP OF INDIA   ,Listed    ,29 OCT 2025,              10.00,          28000000,            759.25,    21259000000.00
29 OCT 2025,DRL,SM,DHANUKA REALTY LIMITED   ,Listed    ,28 OCT 2025,              10.00,           7740040,             23.65,      183051946.00       
29 OCT 2025,DRONE,SM,DRONE DESTINATION LIMITED,Listed    ,29 OCT 2025,              10.00,          24399998,             92.40,     2254559815.20     
29 OCT 2025,DRREDDY,EQ,DR. REDDY S LABORATORIES ,Listed    ,29 OCT 2025,               1.00,         834613760,           1250.90,  1044018352384.00   
29 OCT 2025,DRSCARGO,ST,DRS CARGO MOVERS LIMITED ,Listed    ,27 OCT 2025,              10.00,           7531201,             55.35,      416851975.35  
29 OCT 2025,DRSDILIP,SM,DRS DILIP ROADLINES LTD. ,Listed    ,29 OCT 2025,              10.00,          15062403,             84.00,     1265241852.00  
29 OCT 2025,DSSL,EQ,DYNACONS SYS & SOLN LTD  ,Listed    ,29 OCT 2025,              10.00,          12725330,            937.25,    11926815542.50      
29 OCT 2025,DTIL,EQ,DHUNSERI TEA & IND. LTD. ,Listed    ,29 OCT 2025,              10.00,          10507427,            162.35,     1705775699.20      
29 OCT 2025,DTL,SM,DIENSTEN TECH LIMITED    ,Listed    ,28 OCT 2025,              10.00,           8260646,            163.00,     1346485298.00       
29 OCT 2025,DUCOL,SM,DUCOL ORGS AND COLOURS LT,Listed    ,29 OCT 2025,              10.00,          16254276,            193.15,     3139513409.40     
29 OCT 2025,DUCON,EQ,DUCON INFRATECHNOLOGIES L,Listed    ,29 OCT 2025,               1.00,         324925587,              4.80,     1556393561.75     
29 OCT 2025,DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED ,Listed    ,29 OCT 2025,               2.00,          71838875,             33.75,     2424562031.25  
29 OCT 2025,DURLAX,SM,DURLAX TOP SURFACE LTD   ,Listed    ,29 OCT 2025,              10.00,          16627701,             42.00,      698363442.00    
29 OCT 2025,DVL,EQ,DHUNSERI VENTURES LIMITED,Listed    ,29 OCT 2025,              10.00,          35024754,            337.95,    11836615614.30       
29 OCT 2025,DWARKESH,EQ,DWARIKESH SUGAR IND LTD  ,Listed    ,29 OCT 2025,               1.00,         185301470,             46.00,     8525720634.70  
29 OCT 2025,DYCL,EQ,DYNAMIC CABLES LIMITED   ,Listed    ,29 OCT 2025,              10.00,          48458638,            415.40,    20129718225.20      
29 OCT 2025,DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES   ,Listed    ,29 OCT 2025,              10.00,           6791443,           7745.00,    52599726035.00
29 OCT 2025,DYNAMIC,SM,DYNAMIC SRVCS & SEC LTD  ,Listed    ,29 OCT 2025,              10.00,          13746192,            116.15,     1596620200.80   
29 OCT 2025,DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED ,Listed    ,29 OCT 2025,              10.00,          12428387,            311.70,     3873928227.90    
29 OCT 2025,E2E,EQ,E2E NETWORKS LIMITED     ,Listed    ,29 OCT 2025,              10.00,          20100889,           3090.80,    62127827721.20       
29 OCT 2025,EASEMYTRIP,EQ,EASY TRIP PLANNERS LTD   ,Listed    ,29 OCT 2025,               1.00,        3636853188,              8.05,    29313036695.30
29 OCT 2025,EBGNG,EQ,GNG ELECTRONICS LIMITED  ,Listed    ,29 OCT 2025,               2.00,         114011517,            323.05,    36831420566.85     
29 OCT 2025,ECLERX,EQ,ECLERX SERVICES LTD      ,Listed    ,29 OCT 2025,              10.00,          47650360,           4639.60,   221078610256.00    
29 OCT 2025,ECOLINE,SM,ECOLINE EXIM LIMITED     ,Listed    ,29 OCT 2025,              10.00,          20515376,            137.40,     2818812662.40   
29 OCT 2025,ECOSMOBLTY,EQ,ECOS (INDIA) MOB & HOSP L,Listed    ,29 OCT 2025,               2.00,          60000000,            216.35,    12982200000.00
29 OCT 2025,EDELWEISS,EQ,EDELWEISS FIN SERV LTD   ,Listed    ,29 OCT 2025,               1.00,         946050054,            116.55,   110252673293.15 
29 OCT 2025,EEPL,SM,EPPELTONE ENGINEERS LTD  ,Listed    ,29 OCT 2025,              10.00,          12959312,            162.20,     2102000406.40      
29 OCT 2025,EFACTOR,SM,E FACTOR EXPERIENCES LTD ,Listed    ,29 OCT 2025,              10.00,          13088098,            319.30,     4179029691.40   
29 OCT 2025,EFCIL,EQ,EFC (I) LIMITED          ,Listed    ,29 OCT 2025,               2.00,          99553376,            295.65,    29432955614.40     
29 OCT 2025,EFFWA,SM,EFFWA INFRA & RESEARCH L ,Listed    ,29 OCT 2025,              10.00,          23147167,            206.45,     4778732627.15     
29 OCT 2025,EFORCE,SM,ELECTRO FORCE (INDIA) LTD,Listed    ,29 OCT 2025,              10.00,          23400001,             44.75,     1047150044.75    
29 OCT 2025,EICHERMOT,EQ,EICHER MOTORS LTD        ,Listed    ,29 OCT 2025,               1.00,         274277990,           6952.00,  1906780586480.00 
29 OCT 2025,EIDPARRY,EQ,EID PARRY INDIA LTD      ,Listed    ,29 OCT 2025,               1.00,         177861404,           1089.80,   193833358079.20  
29 OCT 2025,EIEL,EQ,ENVIRO INFRA ENGINEERS L ,Listed    ,29 OCT 2025,              10.00,         175530000,            247.60,    43457717400.00      
29 OCT 2025,EIFFL,EQ,EURO (I) FRESH FOODS LTD ,Listed    ,29 OCT 2025,              10.00,          24800000,            232.00,     5753104000.00     
29 OCT 2025,EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LTD,Listed    ,29 OCT 2025,              10.00,          60936294,            384.50,    23430005043.00
29 OCT 2025,EIHOTEL,EQ,EIH LIMITED              ,Listed    ,29 OCT 2025,               2.00,         625364182,            390.05,   243923299189.10   
29 OCT 2025,EIMCOELECO,EQ,EIMCO ELECON (INDIA) LTD ,Listed    ,29 OCT 2025,              10.00,           5768385,           1873.20,    10805338782.00
29 OCT 2025,EKC,EQ,EVEREST KANTO CYLINDERLTD,Listed    ,29 OCT 2025,               2.00,         112207682,            149.15,    16733531616.65       
29 OCT 2025,ELDEHSG,EQ,ELDECO HSG & IND LTD.    ,Listed    ,29 OCT 2025,               2.00,           9833000,            840.15,     8261194950.00   
29 OCT 2025,ELECON,EQ,ELECON ENG. CO. LTD      ,Listed    ,29 OCT 2025,               1.00,         224399930,            560.00,   125663960800.00    
29 OCT 2025,ELECTCAST,EQ,ELECTROSTEEL CASTINGS LTD,Listed    ,29 OCT 2025,               1.00,         618184591,             92.50,    57175892821.60 
29 OCT 2025,ELECTHERM,EQ,ELECTROTHERM (I) LTD.    ,Listed    ,29 OCT 2025,              10.00,          12742814,           1004.75,    12803342366.50 
29 OCT 2025,ELGIEQUIP,EQ,ELGI EQUIPMENTS LTD      ,Listed    ,29 OCT 2025,               1.00,         316909016,            505.15,   160086589432.40 
29 OCT 2025,ELGIRUBCO,BE,ELGI RUBBER CO. LTD      ,Listed    ,29 OCT 2025,               1.00,          50050000,             63.15,     3161158000.00 
29 OCT 2025,ELGNZ,SM,ELEGANZ INTERIORS LIMITED,Listed    ,29 OCT 2025,              10.00,          22599626,            130.60,     2951511155.60     
29 OCT 2025,ELIN,EQ,ELIN ELECTRONICS LIMITED ,Listed    ,29 OCT 2025,               5.00,          49659220,            214.95,    10673256154.60      
29 OCT 2025,ELLEN,EQ,ELLENBARRIE INDUS GASES L,Listed    ,29 OCT 2025,               2.00,         140935600,            454.05,    63991809180.00     
29 OCT 2025,EMAMILTD,EQ,EMAMI LIMITED            ,Listed    ,29 OCT 2025,               1.00,         436500000,            543.95,   237434175000.00  
29 OCT 2025,EMAMIPAP,EQ,EMAMI PAPER MILLS LIMITED,Listed    ,29 OCT 2025,               2.00,          60499050,            100.65,     6088624392.00  
29 OCT 2025,EMAMIREAL,EQ,EMAMI REALTY LIMITED     ,Listed    ,29 OCT 2025,               2.00,          43833889,             93.45,     4095400249.25 
29 OCT 2025,EMAPARTNER,SM,EMA PARTNERS INDIA LTD   ,Listed    ,29 OCT 2025,               5.00,          23246426,            101.05,     2349051347.30
29 OCT 2025,EMBASSY,RR,EMBASSY OFFICE PARKS REIT,Listed    ,29 OCT 2025,             300.00,         947893743,            434.70,   412049410082.10   
29 OCT 2025,EMBDL,EQ,EMBASSY DEVELOPMENTS LTD ,Listed    ,29 OCT 2025,               2.00,        1365848463,             94.10,   128526340368.30     
29 OCT 2025,EMCURE,EQ,EMCURE PHARMACEUTICALS L ,Listed    ,29 OCT 2025,              10.00,         189508347,           1339.60,   253865381641.20    
29 OCT 2025,EMIL,EQ,ELECTRONICS MART IND LTD ,Listed    ,29 OCT 2025,              10.00,         384748762,            150.50,    57904688681.00      
29 OCT 2025,EMKAY,BE,EMKAY GLOBAL FIN SERV LTD,Listed    ,29 OCT 2025,              10.00,          25580014,            313.85,     8028287393.90     
29 OCT 2025,EMKAYTOOLS,SM,EMKAY TAP & CUT. TOOL LTD,Listed    ,29 OCT 2025,              10.00,          10671300,            144.15,     1538267895.00
29 OCT 2025,EMMBI,EQ,EMMBI INDUSTRIES LIMITED ,Listed    ,29 OCT 2025,              10.00,          19240250,            107.40,     2066787655.00     
29 OCT 2025,EMMIL,SM,ENERGY MISSION MACH IND L,Listed    ,29 OCT 2025,              10.00,          11326500,            177.95,     2015550675.00     
29 OCT 2025,EMSLIMITED,EQ,EMS LIMITED              ,Listed    ,29 OCT 2025,              10.00,          55530807,            534.25,    29667333639.75
29 OCT 2025,EMUDHRA,EQ,EMUDHRA LIMITED          ,Listed    ,29 OCT 2025,               5.00,          82811707,            649.40,    53777922525.80   
29 OCT 2025,ENDURANCE,EQ,ENDURANCE TECHNO. LTD.   ,Listed    ,29 OCT 2025,              10.00,         140662848,           2840.20,   399510620889.60 
29 OCT 2025,ENERGYDEV,EQ,ENERGY DEVE. CO.LTD      ,Listed    ,29 OCT 2025,              10.00,          47500000,             19.85,      941925000.00 
29 OCT 2025,ENFUSE,SM,ENFUSE SOLUTIONS LIMITED ,Listed    ,29 OCT 2025,              10.00,           8847600,            219.00,     1937624400.00    
29 OCT 2025,ENGINERSIN,EQ,ENGINEERS INDIA LTD      ,Listed    ,29 OCT 2025,               5.00,         562042373,            201.30,   113127888837.45
29 OCT 2025,ENIL,EQ,ENTERTAIN NET. IND. LTD. ,Listed    ,29 OCT 2025,              10.00,          47670415,            137.50,     6553728654.20      
29 OCT 2025,ENRIN,EQ,SIEMENS ENERGY INDIA LTD ,Listed    ,29 OCT 2025,               2.00,         356120505,           3134.30,  1116188498821.50     
29 OCT 2025,ENSER,SM,ENSER COMMUNICATIONS LTD ,Listed    ,29 OCT 2025,               2.00,          87160590,             20.45,     1782434065.50     
29 OCT 2025,ENTERO,EQ,ENTERO HEALTHCARE SOLU L ,Listed    ,29 OCT 2025,              10.00,          43508907,           1103.70,    48020780655.90    
29 OCT 2025,ENVIRO,SM,ENVIROTECH SYSTEMS LTD   ,Listed    ,29 OCT 2025,              10.00,          18790000,            159.40,     2995126000.00    
29 OCT 2025,EPACK,EQ,EPACK DURABLE LIMITED    ,Listed    ,29 OCT 2025,              10.00,          95967729,            341.20,    32744189134.80     
29 OCT 2025,EPACKPEB,EQ,EPACK PREFAB TECHN LTD   ,Listed    ,29 OCT 2025,               2.00,         100451997,            268.75,    26996474193.75  
29 OCT 2025,EPIGRAL,EQ,EPIGRAL LIMITED          ,Listed    ,29 OCT 2025,              10.00,          43141338,           1706.50,    73620693297.00   
29 OCT 2025,EPL,EQ,EPL LIMITED              ,Listed    ,29 OCT 2025,               2.00,         320105993,            203.90,    65272813032.65       
29 OCT 2025,EQUIPPP,BE,EQUIPPP SOC IMP TECH LTD ,Listed    ,29 OCT 2025,               1.00,         103095225,             18.70,     1929942612.00   
29 OCT 2025,EQUITASBNK,EQ,EQUITAS SMALL FIN BNK LTD,Listed    ,29 OCT 2025,              10.00,        1140504218,             60.10,    68567113586.15
29 OCT 2025,ERIS,EQ,ERIS LIFESCIENCES LIMITED,Listed    ,29 OCT 2025,               1.00,         136213554,           1629.60,   221973607598.40      
29 OCT 2025,ESABINDIA,EQ,ESAB INDIA LTD           ,Listed    ,29 OCT 2025,              10.00,          15393020,           4986.80,    76761912136.00 
29 OCT 2025,ESAFSFB,EQ,ESAF SMALL FINANCE BANK L,Listed    ,29 OCT 2025,              10.00,         515513335,             28.05,    14449838780.05   
29 OCT 2025,ESCONET,SM,ESCONET TECHNOLOGIES LTD ,Listed    ,29 OCT 2025,              10.00,          13196238,            226.00,     2982349788.00   
29 OCT 2025,ESCORTS,EQ,ESCORTS KUBOTA LIMITED   ,Listed    ,29 OCT 2025,              10.00,         111877754,           3721.50,   416353061511.00   
29 OCT 2025,ESFL,SM,ESSEN SPECIALITY FILMS L ,Listed    ,29 OCT 2025,              10.00,          24839040,            218.00,     5414910720.00      
29 OCT 2025,ESPRIT,SM,ESPRIT STONES LIMITED    ,Listed    ,29 OCT 2025,              10.00,          21945200,             73.10,     1604194120.00    
29 OCT 2025,ESSARSHPNG,EQ,ESSAR SHIPPING LTD       ,Listed    ,29 OCT 2025,              10.00,         206976072,             40.10,     8297670726.50
29 OCT 2025,ESSENTIA,EQ,INTEGRA ESSENTIA LIMITED ,Listed    ,29 OCT 2025,               1.00,        1067690544,              1.75,     1857781546.55  
29 OCT 2025,ESTER,EQ,ESTER INDUSTRIES LTD     ,Listed    ,29 OCT 2025,               5.00,          97586191,            112.05,    10934532701.55     
29 OCT 2025,ETERNAL,EQ,ETERNAL LIMITED          ,Listed    ,29 OCT 2025,               1.00,        9650350647,            330.45,  3188958371301.15   
29 OCT 2025,ETHOSLTD,EQ,ETHOS LIMITED            ,Listed    ,29 OCT 2025,              10.00,          26757693,           2900.00,    77597309700.00  
29 OCT 2025,ETL,SM,EMKAY TOOLS LIMITED      ,Listed    ,29 OCT 2025,               1.00,          10671300,            845.05,     9017782065.00       
29 OCT 2025,ETML,SM,EMERALD TYRE MANUF LTD   ,Listed    ,29 OCT 2025,              10.00,          19476512,            116.60,     2270961299.20      
29 OCT 2025,EUREKAFORB,EQ,EUREKA FORBES LIMITED    ,Listed    ,29 OCT 2025,              10.00,         193403691,            565.80,   109427808367.80
29 OCT 2025,EUROBOND,EQ,EURO PANEL PRODUCTS LTD  ,Listed    ,29 OCT 2025,              10.00,          24500000,            207.10,     5074195000.00  
29 OCT 2025,EUROPRATIK,EQ,EURO PRATIK SALES LIMITED,Listed    ,29 OCT 2025,               1.00,         102200000,            303.20,    30988062000.00
29 OCT 2025,EUROTEXIND,EQ,EUROTEX INDUSTRIES LTD   ,Listed    ,29 OCT 2025,              10.00,           8749865,             15.60,      136497894.00
29 OCT 2025,EVEREADY,EQ,EVEREADY INDS. IND.  LTD.,Listed    ,29 OCT 2025,               5.00,          72687260,            387.60,    28173581976.00  
29 OCT 2025,EVERESTIND,EQ,EVEREST INDUSTRIES LTD   ,Listed    ,29 OCT 2025,              10.00,          15855754,            612.50,     9711649325.00
29 OCT 2025,EXCEL,BE,EXCEL REALTY N INFRA LTD ,Listed    ,29 OCT 2025,               1.00,        1410695055,              1.50,     2130149533.05     
29 OCT 2025,EXCELINDUS,EQ,EXCEL INDUSTRIES LTD     ,Listed    ,29 OCT 2025,               5.00,          12570692,           1128.30,    14183511783.60
29 OCT 2025,EXCELLENT,SM,EXCELLENT WIRES N PACK L ,Listed    ,29 OCT 2025,              10.00,           4470000,             43.60,      194892000.00 
29 OCT 2025,EXICOM,EQ,EXICOM TELE SYSTEMS LTD  ,Listed    ,29 OCT 2025,              10.00,         139079771,            139.60,    19416926829.30    
29 OCT 2025,EXIDEIND,EQ,EXIDE INDUSTRIES LTD     ,Listed    ,29 OCT 2025,               1.00,         850000000,            384.60,   326910000000.00  
29 OCT 2025,EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED ,Listed    ,29 OCT 2025,              10.00,          15519739,           1019.05,    15815390027.95 
29 OCT 2025,EXXARO,EQ,EXXARO TILES LIMITED     ,Listed    ,29 OCT 2025,               1.00,         447410700,              7.50,     3351106143.00    
29 OCT 2025,FABTECH,EQ,FABTECH TECHNOLOGIES LTD ,Listed    ,29 OCT 2025,              10.00,          44450794,            239.70,    10655299829.75   
29 OCT 2025,FACT,EQ,FACT LTD                 ,Listed    ,29 OCT 2025,              10.00,         647071974,            907.00,   586894280418.00      
29 OCT 2025,FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,Listed    ,29 OCT 2025,              10.00,          13020902,            747.95,     9738983650.90
29 OCT 2025,FALCONTECH,SM,FALCON TECHNOPROJ IND LTD,Listed    ,29 OCT 2025,              10.00,           5356793,             18.40,       98564991.20
29 OCT 2025,FAZE3Q,EQ,FAZE THREE LIMITED       ,Listed    ,29 OCT 2025,              10.00,          24319000,            509.05,    12379586950.00    
29 OCT 2025,FCL,EQ,FINEOTEX CHEMICAL LIMITED,Listed    ,29 OCT 2025,               2.00,         114575090,            249.40,    28577318947.80       
29 OCT 2025,FCSSOFT,EQ,FCS SOFTWARE SOLN. LTD.  ,Listed    ,29 OCT 2025,               1.00,        1709553100,              2.25,     3880685537.00   
29 OCT 2025,FDC,EQ,FDC LIMITED              ,Listed    ,29 OCT 2025,               1.00,         162810084,            440.35,    71693420489.40       
29 OCT 2025,FEDERALBNK,EQ,FEDERAL BANK LTD         ,Listed    ,29 OCT 2025,               2.00,        2460259693,            234.90,   577939604482.65
29 OCT 2025,FEDFINA,EQ,FEDBANK FINANCIAL SER L  ,Listed    ,29 OCT 2025,              10.00,         373600937,            142.90,    53395045916.05   
29 OCT 2025,FEL,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,29 OCT 2025,               2.00,         454930401,              0.45,      209267984.45       
29 OCT 2025,FELDVR,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,29 OCT 2025,               2.00,          39374679,              3.40,      134661402.20    
29 OCT 2025,FELIX,SM,FELIX INDUSTRIES LTD.    ,Listed    ,29 OCT 2025,              10.00,          13891570,            177.15,     2460891625.50     
29 OCT 2025,FIBERWEB,EQ,FIBERWEB INDIA LIMITED   ,Listed    ,29 OCT 2025,              10.00,          28791710,             43.15,     1241786452.30  
29 OCT 2025,FIDEL,SM,FIDEL SOFTECH LIMITED    ,Listed    ,29 OCT 2025,              10.00,          13750560,            172.50,     2371971600.00     
29 OCT 2025,FIEMIND,EQ,FIEM INDUSTRIES LIMITED  ,Listed    ,29 OCT 2025,              10.00,          26319660,           2106.30,    55437099858.00   
29 OCT 2025,FILATEX,EQ,FILATEX INDIA LTD        ,Listed    ,29 OCT 2025,               1.00,         443855500,             64.40,    28584294200.00   
29 OCT 2025,FILATFASH,EQ,FILATEX FASHIONS LIMITED ,Listed    ,29 OCT 2025,               1.00,        8334072725,              0.50,     4167036362.50 
29 OCT 2025,FINCABLES,EQ,FINOLEX CABLES LTD       ,Listed    ,29 OCT 2025,               2.00,         152939345,            795.10,   121602073209.50 
29 OCT 2025,FINEORG,EQ,FINE ORGANIC IND. LTD.   ,Listed    ,29 OCT 2025,               5.00,          30659976,           4484.30,   137488530376.80   
29 OCT 2025,FINKURVE,EQ,FINKURVE FINANCIAL SERV L,Listed    ,29 OCT 2025,               1.00,         140019206,            115.30,    16144214451.80  
29 OCT 2025,FINOPB,EQ,FINO PAYMENTS BANK LTD   ,Listed    ,29 OCT 2025,              10.00,          83218402,            299.55,    24928072319.10    
29 OCT 2025,FINPIPE,EQ,FINOLEX INDUSTRIES LTD   ,Listed    ,29 OCT 2025,               2.00,         620476905,            191.00,   118517293624.05   
29 OCT 2025,FIRSTCRY,EQ,BRAINBEES SOLUTIONS LTD  ,Listed    ,29 OCT 2025,               2.00,         521909906,            355.30,   185434589601.80  
29 OCT 2025,FISCHER,EQ,FISCHER MEDICAL VENTURE L,Listed    ,29 OCT 2025,               1.00,         648515470,            115.35,    74806259464.50   
29 OCT 2025,FIVESTAR,EQ,FIVE-STAR BUS FIN LTD    ,Listed    ,29 OCT 2025,               1.00,         294468820,            605.05,   178168359541.00  
29 OCT 2025,FLAIR,EQ,FLAIR WRITING INDUST LTD ,Listed    ,29 OCT 2025,               5.00,         105395378,            304.15,    32056004218.70     
29 OCT 2025,FLEXITUFF,EQ,FLEXITUFF VENTURES INT L ,Listed    ,29 OCT 2025,              10.00,          30704082,             20.50,      628819599.35 
29 OCT 2025,FLFL,BZ,FUT LIFESTYLE FASH LTD   ,Listed    ,29 OCT 2025,               2.00,         201774874,              1.50,      302662311.00      
29 OCT 2025,FLUOROCHEM,EQ,GUJARAT FLUOROCHEM LTD   ,Listed    ,29 OCT 2025,               1.00,         109850000,           3632.10,   398986185000.00
29 OCT 2025,FLYSBS,ST,FLYSBS AVIATION LIMITED  ,Listed    ,29 OCT 2025,              10.00,          17303751,            552.25,     9555996489.75    
29 OCT 2025,FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (IND,Listed    ,29 OCT 2025,              10.00,          55632130,            469.50,    26119285035.00  
29 OCT 2025,FMNL,EQ,FUTURE MKT NETWORKS LTD  ,Listed    ,29 OCT 2025,              10.00,          60644381,             11.75,      711358589.15      
29 OCT 2025,FOCE,SM,FOCE INDIA LIMITED       ,Listed    ,14 OCT 2025,              10.00,           4892925,           1900.00,     9296557500.00      
