"SYMBOL","CURRENT_PRICE","SMA_20","SMA_50","SMA_100","SMA_200","ABOVE_20DMA","ABOVE_50DMA","ABOVE_100DMA","ABOVE_200DMA"
"ADORWELD",852.45,866.085,898.242000000001,1018.372,1184.2225,FALSE,FALSE,FALSE,FALSE
"ADROITINFO",11.06,11.4105,10.9706,10.9203,12.66865,FALSE,TRUE,TRUE,FALSE
"ADSL",170.44,177.523,180.4876,176.1366,191.12715,FALSE,FALSE,FALSE,FALSE
"ADVANIHOTR",56.35,57.8250000000001,59.0494000000001,59.6518000000002,60.1885000000003,FALSE,FALSE,FALSE,FALSE
"ADVENZYMES",329.8,313.9325,323.974,324.7255,311.6,TRUE,TRUE,TRUE,TRUE
"AEGISCHEM",791.15,670.215,579.103,490.14,414.735749999999,TRUE,TRUE,TRUE,TRUE
"AETHER",838.9,756.342500000001,749.242,760.170999999999,786.22875,TRUE,TRUE,TRUE,TRUE
"AFFLE",1723.9,1848.8,1936.162,1939.845,1768.04375,FALSE,FALSE,FALSE,FALSE
"AGARIND",814.05,861.645,887.354,908.0375,956.46275,FALSE,FALSE,FALSE,FALSE
"AGI",786.85,817.125,844.754,862.0935,822.5825,FALSE,FALSE,FALSE,FALSE
"AGRITECH",128,130.557500000001,134.3696,141.1099,148.90835,FALSE,FALSE,FALSE,FALSE
"AGROPHOS",42.75,40.873,38.188,35.1327,36.8128,TRUE,TRUE,TRUE,TRUE
"AGSTRA",51.06,61.106,70.235,83.3204,83.9111000000002,FALSE,FALSE,FALSE,FALSE
"AHL",192.5,221.225,283.126,338.7575,412.911500000001,FALSE,FALSE,FALSE,FALSE
"AHLADA",55.32,58.5760000000001,59.4720000000001,62.1326,65.6189999999999,FALSE,FALSE,FALSE,FALSE
"AHLEAST",141.67,146.487,149.8236,152.7633,145.34595,FALSE,FALSE,FALSE,FALSE
"AHLUCONT",882.9,915.782499999999,945.551999999999,966.067,895.464500000001,FALSE,FALSE,FALSE,FALSE
"AIAENG",3693,3389.215,3231.138,3235.24,3289.432,TRUE,TRUE,TRUE,TRUE
"AIRAN",22.33,23.029,24.3484,26.3134,27.2276,FALSE,FALSE,FALSE,FALSE
"AIROLAM",105.72,104.3985,107.3236,109.3888,105.30195,TRUE,FALSE,FALSE,TRUE
"AJANTPHARM",2523.2,2488.82,2495.218,2574.11,2596.58775,TRUE,TRUE,FALSE,FALSE
"AJMERA",985.3,1023.6075,1011.075,958.5595,908.43975,FALSE,FALSE,TRUE,TRUE
"AJOONI",5.15,5.09850000000001,5.2186,5.3882,5.86930000000001,TRUE,FALSE,FALSE,FALSE
"AKASH",26.99,27.7515,28.55,28.048,28.0379,FALSE,FALSE,FALSE,FALSE
"AKG",12.65,13.0985,12.9426,13.111,13.6898,FALSE,FALSE,FALSE,FALSE
"AKSHARCHEM",263.4,263.62,266.244,274.6089,255.76695,FALSE,FALSE,FALSE,TRUE
"AKSHOPTFBR",7.23,7.455,7.651,8.0275,8.8743,FALSE,FALSE,FALSE,FALSE
"AKZOINDIA",3359.3,3303.995,3342.15,3435.849,3434.4605,TRUE,TRUE,FALSE,FALSE
"ALANKIT",11.54,11.8645,12.7368,13.9641,14.8686,FALSE,FALSE,FALSE,FALSE
"ALBERTDAVD",813.65,835.33,812.822,837.814999999999,866.5255,FALSE,TRUE,FALSE,FALSE
"ALEMBICLTD",101.34,100.3835,102.0202,107.576,106.2546,TRUE,FALSE,FALSE,FALSE
"ALICON",879.6,903.822499999999,873.531999999998,881.252500000001,836.274750000001,FALSE,TRUE,FALSE,TRUE
"ALKALI",85.84,88.5635,90.7622,92.3201,91.9704,FALSE,FALSE,FALSE,FALSE
"ALKEM",5722.5,5597.95,5501.57000000001,5256.549,5101.51674999999,TRUE,TRUE,TRUE,TRUE
"ALKYLAMINE",1775.6,1851.945,1932.378,2070.307,1913.048,FALSE,FALSE,FALSE,FALSE
"ALLCARGO",33.87,33.9725000000002,32.8032000000001,33.8062999999998,33.42095,FALSE,TRUE,TRUE,TRUE
"ALLSEC",1084.2,1120.8825,1087.716,1088.8965,909.0595,FALSE,FALSE,FALSE,TRUE
"ALMONDZ",17.99,17.672,18.6222,20.104,21.8495500000001,TRUE,FALSE,FALSE,FALSE
"ALPA",85.92,87.802,90.7464000000001,95.4386,101.28425,FALSE,FALSE,FALSE,FALSE
"ALPHAGEO",246.55,253.4455,254.8738,260.1299,315.4862,FALSE,FALSE,FALSE,FALSE
"AMARAJABAT",604.15,635.9325,636.369,640.1955,615.28375,FALSE,FALSE,FALSE,FALSE
"AMBER",7376,7885.77499999999,8003.39,7668.57,7047.33625,FALSE,FALSE,FALSE,TRUE
"AMBICAAGAR",25.8,25.4555,25.8996,26.8326,27.7007,TRUE,FALSE,FALSE,FALSE
"AMBIKCO",1309.5,1347.51,1412.64,1472.427,1455.36325,FALSE,FALSE,FALSE,FALSE
"AMBUJACEM",563.2,563.32,568.179,577.704,553.286,FALSE,FALSE,FALSE,TRUE
"AMDIND",55.56,57.334,56.3862,53.6001,51.2941500000001,FALSE,FALSE,TRUE,TRUE
"AMIORG",1176.3,1169.58,1742.847,1986.0235,1880.37525,TRUE,FALSE,FALSE,FALSE
"AMJLAND",53.3,54.0984999999999,55.077,57.5298,55.152,FALSE,FALSE,FALSE,FALSE
"AMRUTANJAN",719.85,718.115,728.868,714.809,688.9645,TRUE,FALSE,TRUE,TRUE
"ANANDRATHI",3022.3,3120.63,3027.01,2754.214,2581.594,FALSE,FALSE,TRUE,TRUE
"ANANTRAJ",616.1,629.5425,625.567,589.820000000001,557.46,FALSE,FALSE,TRUE,TRUE
"ANDHRAPAP",70.31,76.1565,78.1562000000002,78.7796000000001,77.8893500000001,FALSE,FALSE,FALSE,FALSE
"ANDHRSUGAR",80.87,80.825,78.5814,79.3447000000001,77.2081,TRUE,TRUE,TRUE,TRUE
"ANDREWYU",31.35,34.68,31.948,28.3095,25.55825,FALSE,FALSE,TRUE,TRUE
"ANGELONE",2745.3,2560.265,2381.82999999999,2535.59799999999,2501.07750000001,TRUE,TRUE,TRUE,TRUE
"ANIKINDS",73.14,76.069,73.9791999999999,87.1893,82.92605,FALSE,FALSE,FALSE,FALSE
"ANMOL",15.52,15.3799999999999,15.6466000000001,16.1196999999999,16.9858,TRUE,FALSE,FALSE,FALSE
"ANTGRAPHIC",1.02,1.0485,1.0712,1.1362,1.12045,FALSE,FALSE,FALSE,FALSE
"ANUP",2449.9,2352.135,2348.062,2469.693,2727.41125,TRUE,TRUE,FALSE,FALSE
"ANURAS",1073.2,1084.495,1091.118,1115.315,968.00925,FALSE,FALSE,FALSE,TRUE
"APARINDS",9071,8739.125,8528,8585.285,7598.65175000002,TRUE,TRUE,TRUE,TRUE
"APCL",125.79,124.905,131.7024,126.214,140.59035,TRUE,FALSE,FALSE,FALSE
"APCOTEXIND",399.85,371.28,384.168,392.291,365.119,TRUE,TRUE,TRUE,TRUE
"APEX",289.46,246.0655,236.615,237.5643,230.0365,TRUE,TRUE,TRUE,TRUE
"APLAPOLLO",1763.3,1774.65,1730.184,1697.538,1644.109,FALSE,TRUE,TRUE,TRUE
"APLLTD",904.05,920.2025,930.971,956.205999999999,925.763500000001,FALSE,FALSE,FALSE,FALSE
"APOLLO",283.5,281.765,303.353,247.8045,191.05705,TRUE,FALSE,TRUE,TRUE
"APOLLOHOSP",7420.5,7753.35,7736.72,7577.88,7149.66525,FALSE,FALSE,FALSE,TRUE
"APOLLOPIPE",301.85,311.045,348.800999999999,381.2675,388.411500000002,FALSE,FALSE,FALSE,FALSE
"APOLLOTYRE",518.7,510.8875,493.018,473.2675,456.792499999999,TRUE,TRUE,TRUE,TRUE
"APOLSINHOT",1321.3,1318.385,1350.066,1370.495,1352.3255,TRUE,FALSE,FALSE,FALSE
"APTECHT",105.01,109.2445,119.263399999999,131.4513,146.9682,FALSE,FALSE,FALSE,FALSE
"APTUS",290.35,303.365,316.750000000001,327.0125,319.9315,FALSE,FALSE,FALSE,FALSE
"ARCHIDPLY",96.86,99.3135,101.549,102.7637,98.3800499999999,FALSE,FALSE,FALSE,FALSE
"ARCHIES",19.93,19.96,20.5408,19.3131,22.1762,FALSE,FALSE,TRUE,FALSE
"ARENTERP",45,46.1355,47.1676,46.7879,47.71675,FALSE,FALSE,FALSE,FALSE
"ARIES",377.75,378.6475,393.556,380.703,339.3057,FALSE,FALSE,FALSE,TRUE
"ARIHANTCAP",100.33,102.1875,106.967,100.6978,87.2190500000001,FALSE,FALSE,FALSE,TRUE
"ARIHANTSUP",376.4,411.0125,407.54,410.0055,405.38875,FALSE,FALSE,FALSE,FALSE
"ARMANFIN",1729.5,1653.115,1553.476,1584.975,1510.134,TRUE,TRUE,TRUE,TRUE
"AROGRANITE",33.09,35.3905,36.6608,37.5681999999999,37.8248500000001,FALSE,FALSE,FALSE,FALSE
"ARROWGREEN",561.65,588.400000000001,571.957,643.785,743.153249999999,FALSE,FALSE,FALSE,FALSE
"ARTEMISMED",268.89,249.063,241.3596,242.8885,254.37995,TRUE,TRUE,TRUE,TRUE
"ARTNIRMAN",53.4,54.8865,52.4366,51.5666,56.6875,FALSE,TRUE,TRUE,FALSE
"ARVIND",336.4,321.8525,311.059,318.617,334.464500000001,TRUE,TRUE,TRUE,TRUE
"ARVINDFASN",500.55,513.73,528.06,513.8645,471.63025,FALSE,FALSE,FALSE,TRUE
"ARVSMART",607.4,622.1,626.04,631.927000000001,664.404,FALSE,FALSE,FALSE,FALSE
"ASAHIINDIA",969.35,943.0175,901.508,861.5415,770.009749999998,TRUE,TRUE,TRUE,TRUE
"ASAHISONG",264.65,273.985,281.132000000001,314.216,347.78,FALSE,FALSE,FALSE,FALSE
"ASAL",531.85,531.5975,530.058,534.3935,518.085000000001,TRUE,TRUE,FALSE,TRUE
"ASALCBR",981.4,1081.3075,1033.717,1063.3405,1128.738,FALSE,FALSE,FALSE,FALSE
"ASHAPURMIN",689.9,652.36,636.782,565.8895,478.2015,TRUE,TRUE,TRUE,TRUE
"ASHIANA",295.5,285.155,297.241,311.652,307.046750000001,TRUE,FALSE,FALSE,FALSE
"ASHIMASYN",19.97,21.3495,22.5294,23.1726,28.1359,FALSE,FALSE,FALSE,FALSE
"ASHOKA",198.8,197.056,192.3608,195.2371,200.01985,TRUE,TRUE,TRUE,FALSE
"ASHOKLEY",148.26,140.651,138.2576,154.6779,187.3321,TRUE,TRUE,FALSE,FALSE
"ASIANENE",329.05,337.22,344.425,330.5755,309.57545,FALSE,FALSE,FALSE,TRUE
"ASIANHOTNR",321.05,329.325,330.137,297.7456,243.64725,FALSE,FALSE,TRUE,TRUE
"ASIANPAINT",2906.4,2581.10000000001,2502.142,2463.717,2382.295,TRUE,TRUE,TRUE,TRUE
"ASIANTILES",68.16,64.894,62.3545999999999,54.0340000000001,58.6489,TRUE,TRUE,TRUE,TRUE
"ASPINWALL",252.1,259.72,264.642,275.072,275.2161,FALSE,FALSE,FALSE,FALSE
"ASTEC",631.85,663.862500000001,757.063000000001,815.696999999998,788.408,FALSE,FALSE,FALSE,FALSE
"ASTERDM",678.1,694.1,665.413,631.913500000001,562.05075,FALSE,TRUE,TRUE,TRUE
"ASTRAL",1514,1488.96,1452.108,1447.924,1418.536,TRUE,TRUE,TRUE,TRUE
"ASTRAMICRO",999.3,1056.7575,1066.09,1038.9535,925.62325,FALSE,FALSE,FALSE,TRUE
"ASTRAZEN",9153,9303.725,9169.93,9017.73,8561.37524999999,FALSE,FALSE,TRUE,TRUE
"ASTRON",7.91,9.83750000000002,12.6166,13.3545,16.01565,FALSE,FALSE,FALSE,FALSE
"ATFL",785.6,809.579999999999,816.284,879.0165,862.0365,FALSE,FALSE,FALSE,FALSE
"ATGL",625.15,622.412499999998,624.299,628.014499999999,626.649250000001,TRUE,TRUE,FALSE,FALSE
"ATUL",5916.5,5859.3,6083.83,6492.81,6374.787,TRUE,FALSE,FALSE,FALSE
"ATULAUTO",466.25,480.475,491.456,469.9095,474.209,FALSE,FALSE,FALSE,FALSE
"AUBANK",890.6,871.5775,786.721,779.3925,699.227250000001,TRUE,TRUE,TRUE,TRUE
"AURIONPRO",1091.9,1160.74,1188.742,1314.303,1373.163,FALSE,FALSE,FALSE,FALSE
"AUROPHARMA",1222.5,1132.495,1104.694,1105.902,1132.43925,TRUE,TRUE,TRUE,TRUE
"AURUM",167.27,172.812,171.2714,180.409,183.1776,FALSE,FALSE,FALSE,FALSE
"AUSOMENT",100.5,102.674,103.9046,97.6170000000001,100.08585,FALSE,FALSE,TRUE,TRUE
"AUTOAXLES",1664,1697.14,1725.562,1753.374,1725.5455,FALSE,FALSE,FALSE,FALSE
"AUTOBEES",279.48,277.6725,275.8924,261.2708,244.347950000001,TRUE,TRUE,TRUE,TRUE
"AUTOIND",69.25,70.2699999999999,72.6649999999999,74.1556,77.8338000000001,FALSE,FALSE,FALSE,FALSE
"AVADHSUGAR",381.3,414.27,428.604,449.145000000001,462.0835,FALSE,FALSE,FALSE,FALSE
"AVANTIFEED",752.05,712.3525,691.216,695.2605,748.14775,TRUE,TRUE,TRUE,TRUE
"AVROIND",125.63,129.0865,137.6518,148.6045,154.79095,FALSE,FALSE,FALSE,FALSE
"AVTNPL",71.35,70.2230000000001,71.9879999999999,71.0612,67.50905,TRUE,FALSE,TRUE,TRUE
"AWHCL",490.2,517.6525,546.144,585.283999999999,570.93275,FALSE,FALSE,FALSE,FALSE
"AWL",274.2,269.5,265.12,263.0265,262.9302,TRUE,TRUE,TRUE,TRUE
"AXISBANK",1241.6,1231.03,1168.654,1145.447,1123.61875,TRUE,TRUE,TRUE,TRUE
"AXISBNKETF",601.11,596.397000000001,579.3724,577.9502,555.36205,TRUE,TRUE,TRUE,TRUE
"AXISBPSETF",13.04,13.014,12.9676,12.8814,12.69345,TRUE,TRUE,TRUE,TRUE
"AXISCADES",1724.2,1595.17,954.356,744.581999999999,657.57675,TRUE,TRUE,TRUE,TRUE
"AXISCETF",127.13,128.0475,127.0826,124.1317,118.47425,FALSE,TRUE,TRUE,TRUE
"AXISGOLD",104.39,102.724,98.2944,90.5319999999999,83.40845,TRUE,TRUE,TRUE,TRUE
"AXISHCETF",150.94,150.65,149.0068,148.3493,143.8146,TRUE,TRUE,TRUE,TRUE
"AXISILVER",159.17,150.8875,143.9108,127.8557,112.68905,TRUE,TRUE,TRUE,TRUE
"AXISNIFTY",284.4,283.1155,277.8526,275.7434,266.82275,TRUE,TRUE,TRUE,TRUE
"AXISTECETF",394.41,389.204,384.9474,390.9877,399.33275,TRUE,TRUE,TRUE,FALSE
"AXITA",8.13,8.34849999999997,8.54699999999999,8.73999999999996,9.35815,FALSE,FALSE,FALSE,FALSE
"AYMSYNTEX",180.6,175.617,184.337,201.3712,209.1257,TRUE,FALSE,FALSE,FALSE
"BAGFILMS",6.81,6.93500000000001,6.832,6.89719999999999,8.42449999999999,FALSE,FALSE,FALSE,FALSE
"BAJAJ-AUTO",8843,8951.575,8973.85999999999,8664.525,8459.1335,FALSE,FALSE,TRUE,TRUE
"BAJAJCON",270.35,277.1395,255.8242,240.1691,205.59205,FALSE,TRUE,TRUE,TRUE
"BAJAJELEC",507,519.337500000001,547.798,592.3705,607.409750000002,FALSE,FALSE,FALSE,FALSE
"BAJAJFINSV",2065.8,2102.725,2059.318,2022.049,1972.72525,FALSE,TRUE,TRUE,TRUE
"BAJAJHCARE",447.25,456.6725,452.733,469.033500000001,535.557000000001,FALSE,FALSE,FALSE,FALSE
"BAJAJHIND",21.03,21.7255,21.3772,22.8671,22.51985,FALSE,FALSE,FALSE,FALSE
"BAJAJHLDNG",12570,12557.25,12650.34,13259.08,12746.095,TRUE,FALSE,FALSE,FALSE
"BAJFINANCE",1018.5,1056.9175,1015.431,962.057000000001,4728.19575,FALSE,TRUE,TRUE,FALSE
"BALAJITELE",120.1,117.7925,116.2392,95.6780000000001,83.0117,TRUE,TRUE,TRUE,TRUE
"BALAMINES",1228.8,1371.565,1418.49,1540.884,1470.6565,FALSE,FALSE,FALSE,FALSE
"BALAXI",37.43,41.474,43.5447999999999,45.9845000000005,53.22975,FALSE,FALSE,FALSE,FALSE
"BALKRISIND",2329.6,2321.635,2341.33,2437.6,2514.63025,TRUE,FALSE,FALSE,FALSE
"BALMLAWRIE",191.87,198.466,209.7114,212.1743,202.163849999999,FALSE,FALSE,FALSE,FALSE
"BALPHARMA",80.4,81.579,84.1475999999999,90.2810000000001,94.6842000000001,FALSE,FALSE,FALSE,FALSE
"BALRAMCHIN",465.5,460.270000000001,485.35,535.3705,530.73375,TRUE,FALSE,FALSE,FALSE
"BANARBEADS",133.27,140.9335,129.2812,122.2788,125.12385,FALSE,TRUE,TRUE,TRUE
"BANARISUG",3603.1,3553.14,3573.488,3688.29,3737.24125,TRUE,TRUE,FALSE,FALSE
"BANCOINDIA",806.05,755.3625,745.163,678.187,546.13475,TRUE,TRUE,TRUE,TRUE
"BANDHANBNK",154.59,161.6135,163.0014,169.1967,162.4352,FALSE,FALSE,FALSE,FALSE
"BANG",51.94,53.7375000000001,53.0594,53.8018,53.8271000000001,FALSE,FALSE,FALSE,FALSE
"BANKA",86.83,87.6595000000001,87.638,83.9996000000001,79.4246999999998,FALSE,FALSE,TRUE,TRUE
"BANKBARODA",286.75,278.25,261.3774,251.2093,239.3255,TRUE,TRUE,TRUE,TRUE
"BANKBEES",603.29,598.5475,581.5206,580.0428,557.30845,TRUE,TRUE,TRUE,TRUE
"BANKINDIA",146.52,138.8285,127.5132,121.0322,115.37465,TRUE,TRUE,TRUE,TRUE
"BANSWRAS",122.98,119.093,123.5502,132.5152,134.118,TRUE,FALSE,FALSE,FALSE
"BARBEQUE",224.87,238.824,255.2856,285.407300000001,307.37615,FALSE,FALSE,FALSE,FALSE
"BASF",4413.2,4469.295,4552.772,4718.078,4670.12700000001,FALSE,FALSE,FALSE,FALSE
"BASML",25.05,26.734,27.0598,29.3462,32.19965,FALSE,FALSE,FALSE,FALSE
"BATAINDIA",1027.1,1096.22,1161.968,1175.136,1212.854,FALSE,FALSE,FALSE,FALSE
"BAYERCROP",4476.2,4825.035,4979.758,5491.269,5233.48899999999,FALSE,FALSE,FALSE,FALSE
"BBETF0432",1308,1308.131,1297.2834,1290.3574,1270.25175,FALSE,TRUE,TRUE,TRUE
"BBL",2934.7,3014.055,3088.702,3038.752,2988.924,FALSE,FALSE,FALSE,FALSE
"BBOX",556.95,548.5575,531.786,475.2195,510.84775,TRUE,TRUE,TRUE,TRUE
"BBTC",1830.7,1968.9,1912.168,1911.9,1907.44175,FALSE,FALSE,FALSE,FALSE
"BBTCL",197.28,196.035,198.3886,191.1481,176.8129,TRUE,FALSE,TRUE,TRUE
"BCG",14.03,13.4745,14.2656,14.7009999999999,16.47975,TRUE,FALSE,FALSE,FALSE
"BCLIND",37.95,39.2734999999999,40.2205999999997,41.4334000000004,40.8363500000001,FALSE,FALSE,FALSE,FALSE
"BDL",1613.8,1521.08,1524.046,1617.685,1521.93725,TRUE,TRUE,FALSE,TRUE
"BEARDSELL",34.53,34.29,32.6834,31.5837,31.20815,TRUE,TRUE,TRUE,TRUE
"BECTORFOOD",1230.7,1320.505,1328.612,1379.501,1423.9765,FALSE,FALSE,FALSE,FALSE
"BEDMUTHA",115.2,127.3735,133.6998,139.3826,152.86645,FALSE,FALSE,FALSE,FALSE
"BEL",426.85,417.3725,405.359,401.3205,355.44495,TRUE,TRUE,TRUE,TRUE
"BEML",2009.8,3333.58,3882.1,4063.255,3673.1025,FALSE,FALSE,FALSE,FALSE
"BEPL",95.61,97.916,101.288,106.5927,108.844,FALSE,FALSE,FALSE,FALSE
"BERGEPAINT",579.55,545.8125,539.367,550.638999999999,536.704,TRUE,TRUE,TRUE,TRUE
"BESTAGRO",301.55,323.4275,350.711,377.2895,471.149750000001,FALSE,FALSE,FALSE,FALSE
"BFINVEST",463.4,475.195,471.286,475.5325,486.93575,FALSE,FALSE,FALSE,FALSE
"BFUTILITIE",733.05,797.774999999999,789.219,785.825,778.454500000001,FALSE,FALSE,FALSE,FALSE
"BGRENERGY",181.33,111.8905,69.3778,83.4698999999998,78.0764499999999,TRUE,TRUE,TRUE,TRUE
"BHAGCHEM",247.17,248.5035,255.160400000001,274.892699999999,284.368599999998,FALSE,FALSE,FALSE,FALSE
"BHAGERIA",197.76,207.7665,195.0494,193.1283,181.50255,FALSE,TRUE,TRUE,TRUE
"BHAGYANGR",153.67,126.5945,98.7527999999999,86.4831000000002,88.8733000000002,TRUE,TRUE,TRUE,TRUE
"BHANDARI",4.52,4.61,4.7482,5.0449,5.21030000000001,FALSE,FALSE,FALSE,FALSE
"BHARATFORG",1396.7,1318.155,1253.86,1233.844,1194.08375,TRUE,TRUE,TRUE,TRUE
"BHARATGEAR",126.34,102.0815,96.0001999999998,91.6841000000001,87.6828500000001,TRUE,TRUE,TRUE,TRUE
"BHARATRAS",10103,10667.525,10243.62,10555.49,10215.90975,FALSE,FALSE,FALSE,FALSE
"BHARATWIRE",194.7,194.3305,179.109,189.046,184.68625,TRUE,TRUE,TRUE,TRUE
"BHARTIARTL",2100.7,2055.755,1972.762,1953.989,1851.50975,TRUE,TRUE,TRUE,TRUE
"BHEL",281.6,255.6145,240.7962,241.6534,230.73275,TRUE,TRUE,TRUE,TRUE
"BIGBLOC",50.14,50.8735,54.2463999999999,56.9905000000001,62.7252499999997,FALSE,FALSE,FALSE,FALSE
"BIKAJI",711.95,726.16,748.282,747.835499999999,720.7065,FALSE,FALSE,FALSE,FALSE
"BIL",845,818.7325,832.942,824.4435,604.47125,TRUE,TRUE,TRUE,TRUE
"BIOCON",411.15,376.985,364.631,367.4385,353.91625,TRUE,TRUE,TRUE,TRUE
"BIOFILCHEM",39.23,39.2005,42.1704,43.9091,50.2438000000001,TRUE,FALSE,FALSE,FALSE
"BIRLACABLE",154.8,156.6475,166.6812,160.3928,178.75455,FALSE,FALSE,FALSE,FALSE
"BIRLACORPN",1176.6,1183.87,1224.448,1282.318,1219.099,FALSE,FALSE,FALSE,FALSE
"BIRLAMONEY",156.61,160.6045,170.6322,175.0958,174.8271,FALSE,FALSE,FALSE,FALSE
"BLBLIMITED",16.61,16.5165,16.1096,15.6917,15.82505,TRUE,TRUE,TRUE,TRUE
"BLISSGVS",161.75,153.7435,153.646,157.4009,143.81295,TRUE,TRUE,TRUE,TRUE
"BLKASHYAP",52.02,58.949,62.5345999999999,66.0584999999999,63.4670000000001,FALSE,FALSE,FALSE,FALSE
"BLS",328.55,319.5325,337.415,356.2325,370.49275,TRUE,FALSE,FALSE,FALSE
"BLUEDART",5995,6003.95,5811.74,6054.13999999999,6208.108,FALSE,TRUE,FALSE,FALSE
"BLUESTARCO",1768.4,1896.65,1909.67,1845.597,1850.248,FALSE,FALSE,FALSE,FALSE
"BODALCHEM",57.67,60.1865,62.4388000000001,67.4194999999999,66.47925,FALSE,FALSE,FALSE,FALSE
"BOMDYEING",155.22,164.8525,172.3298,169.6249,155.81455,FALSE,FALSE,FALSE,FALSE
"BOROLTD",334.25,343.005,345.347,340.347,342.568,FALSE,FALSE,FALSE,FALSE
"BORORENEW",659.7,662.855,619.484,593.228,553.7645,FALSE,TRUE,TRUE,TRUE
"BOSCHLTD",36955,37841.25,38879.6,38032.3,33511.3955,FALSE,FALSE,FALSE,TRUE
"BPCL",371.15,354.63,338.609,333.8345,309.83275,TRUE,TRUE,TRUE,TRUE
"BPL",67.94,73.6919999999999,78.3896000000001,81.361,81.2657,FALSE,FALSE,FALSE,FALSE
"BRIGADE",944.2,994.8875,952.799,995.944499999999,1022.1525,FALSE,FALSE,FALSE,FALSE
"BRITANNIA",5803.5,5959.95,5990.64,5829.51,5500.84475000001,FALSE,FALSE,FALSE,TRUE
